Age,Educational_Level,Income,Adults,Children,Babies,Visted_Previously,Previous_Cancellations,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Gender_M,Ethnicity_Asian American,Ethnicity_Latino,Ethnicity_caucasian,Country_region_North,Country_region_South,Country_region_West,Hotel_Type_City Hotel,Hotel_Type_Resort,Meal_Type_FB,Meal_Type_HB,Deposit_type_Non-Refundable,Deposit_type_Refundable,Booking_channel_Direct,Booking_channel_Online,Booking_Lead_Time,Total_Guests
61,1,2.0,2,2,0.0,No,No,No,check-out,Yes,0,119.2014349,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0,4.0
51,2,1.0,1,3,0.0,No,No,Yes,check-out,No,5,112.9029949,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,28,4.0
52,2,2.0,1,3,0.0,No,No,No,check-out,No,5,106.4744935,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,26,4.0
28,3,3.0,2,2,0.0,Yes,No,Yes,check-out,No,0,115.729006,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,7,4.0
69,4,2.0,3,3,0.0,No,No,Yes,check-out,Yes,0,111.1857855,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,27,6.0
43,2,2.0,3,2,0.0,Yes,Yes,Yes,check-out,No,5,179.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,-4,5.0
29,4,3.0,1,1,1.0,No,No,Yes,check-out,Yes,10,115.4179057,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-1,3.0
33,2,0.0,2,1,0.0,Yes,No,No,check-out,Yes,15,182.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,28,3.0
37,2,0.0,2,3,0.0,No,No,Yes,check-out,No,20,192.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,-1,5.0
42,2,0.0,2,1,0.0,Yes,No,Yes,check-out,Yes,20,166.1403229,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,89,3.0
44,2,2.0,2,2,1.0,No,No,Yes,check-out,No,5,131.3816018,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,38,5.0
19,4,1.0,1,1,0.0,No,No,Yes,check-out,Yes,0,155.7832475,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,92,2.0
53,4,1.0,4,3,1.0,No,No,Yes,check-out,Yes,5,181.8711162,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,118,8.0
52,2,1.0,2,2,0.0,Yes,No,No,check-out,No,5,111.0057147,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,115,4.0
47,3,0.0,2,3,0.0,No,No,Yes,check-out,Yes,0,136.1014684,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,71,5.0
23,4,0.0,1,2,1.0,No,No,Yes,check-out,Yes,5,134.1075679,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,47,4.0
32,2,1.0,1,3,1.0,No,No,Yes,check-out,No,20,178.1973931,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,163,5.0
55,3,3.0,2,2,1.0,No,No,Yes,check-out,No,0,146.1219633,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,163,5.0
56,3,3.0,1,1,0.0,No,No,Yes,check-out,No,5,158.0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,25,2.0
18,2,2.0,1,1,0.0,Yes,Yes,Yes,check-out,No,10,136.3512918,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,162,2.0
37,2,1.0,5,1,0.0,No,No,No,check-out,No,25,232.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,164,6.0
59,4,0.0,3,2,0.0,Yes,No,Yes,check-out,No,10,145.9350854,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,50,5.0
55,3,1.0,3,1,0.0,No,No,Yes,check-out,No,0,105.2201564,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,19,4.0
70,3,2.0,1,1,0.0,No,No,No,check-out,Yes,0,124.7200757,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,71,2.0
54,1,2.0,2,1,0.0,No,No,Yes,check-out,Yes,15,181.755603,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,22,3.0
69,2,2.0,1,2,0.0,Yes,Yes,Yes,check-out,Yes,5,118.9623394,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,12,3.0
43,2,1.0,3,1,0.0,No,No,Yes,check-out,Yes,15,194.0,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,35,4.0
63,2,1.0,1,1,0.0,No,No,No,check-out,Yes,10,138.5728449,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,162,2.0
59,3,0.0,2,3,0.0,Yes,No,Yes,check-out,Yes,0,136.3436181,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,28,5.0
57,3,2.0,2,2,0.0,Yes,No,Yes,check-out,Yes,25,235.5816506,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,4,4.0
35,2,3.0,2,1,2.0,Yes,No,Yes,check-out,No,25,222.2147287,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,10,5.0
19,2,2.0,3,2,0.0,No,No,Yes,check-out,Yes,0,107.4088676,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,110,5.0
30,2,1.0,1,2,1.0,Yes,No,Yes,check-out,Yes,0,110.379753,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,-2,4.0
29,2,0.0,1,1,0.0,No,No,Yes,check-out,No,15,166.9796888,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,147,2.0
38,2,2.0,2,2,1.0,No,No,Yes,check-out,Yes,10,153.9109653,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,146,5.0
60,4,0.0,1,3,0.0,No,No,No,check-out,Yes,5,111.1021221,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,145,4.0
66,4,1.0,2,3,0.0,No,No,Yes,check-out,Yes,5,147.1444919,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,145,5.0
49,2,3.0,3,1,0.0,No,No,No,check-out,Yes,10,151.7527969,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,147,4.0
23,2,1.0,3,1,1.0,No,No,No,check-out,No,5,117.889079,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,146,5.0
69,2,1.0,1,1,0.0,No,No,Yes,check-out,Yes,5,128.5092707,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,145,2.0
70,3,1.0,2,1,0.0,No,No,Yes,check-out,Yes,0,126.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,147,3.0
52,3,2.0,3,2,0.0,No,No,Yes,check-out,Yes,20,234.9588618,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,145,5.0
42,3,0.0,2,1,1.0,No,No,No,check-out,Yes,5,126.8207016,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,145,4.0
22,2,0.0,4,2,0.0,No,No,Yes,check-out,Yes,5,103.5376994,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,146,6.0
19,2,1.0,2,3,0.0,No,No,Yes,check-out,Yes,0,134.2996658,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,147,5.0
19,2,2.0,1,2,0.0,No,No,No,check-out,No,15,184.5470806,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,147,3.0
19,2,3.0,2,1,0.0,No,No,Yes,check-out,Yes,10,124.5136059,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,146,3.0
54,4,3.0,3,2,1.0,No,No,Yes,check-out,Yes,0,102.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,147,6.0
64,2,0.0,3,1,0.0,No,No,Yes,check-out,No,15,193.9490542,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,145,4.0
62,2,2.0,1,2,0.0,No,No,Yes,check-out,No,5,141.4235028,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,146,3.0
40,2,1.0,4,1,0.0,Yes,No,No,check-out,No,30,223.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,146,5.0
49,2,0.0,3,3,0.0,No,No,Yes,check-out,No,15,216.0,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,50,6.0
41,2,0.0,2,2,0.0,No,No,Yes,check-out,No,0,152.1445428,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,147,4.0
33,4,0.0,3,1,0.0,Yes,Yes,No,check-out,No,5,192.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,147,4.0
51,2,0.0,2,1,0.0,Yes,Yes,Yes,check-out,Yes,15,163.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,145,3.0
64,4,0.0,2,3,0.0,No,No,Yes,check-out,Yes,0,121.4736419,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,146,5.0
56,2,0.0,1,3,0.0,No,No,Yes,check-out,Yes,5,153.8653447,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,147,4.0
27,4,2.0,1,2,2.0,No,No,Yes,check-out,Yes,5,147.2932239,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,147,5.0
23,4,3.0,1,2,0.0,No,No,No,check-out,No,0,110.1289805,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,51,3.0
30,2,3.0,1,2,1.0,No,No,No,check-out,No,5,133.0714247,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,147,4.0
45,4,3.0,3,3,0.0,Yes,Yes,Yes,check-out,No,10,135.6612932,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,146,6.0
51,2,3.0,3,1,0.0,No,No,No,check-out,Yes,20,201.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,145,4.0
23,2,2.0,5,1,0.0,Yes,No,No,check-out,Yes,15,230.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,147,6.0
56,4,1.0,3,2,0.0,No,No,Yes,check-out,Yes,0,156.2088031,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,146,5.0
63,2,1.0,1,2,0.0,No,No,No,check-out,Yes,5,187.2487437,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,147,3.0
64,3,1.0,2,1,0.0,No,No,Yes,check-out,Yes,0,109.2470896,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,146,3.0
34,4,1.0,3,1,0.0,No,No,Yes,check-out,No,15,217.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,147,4.0
33,2,3.0,2,2,0.0,No,No,No,check-out,Yes,20,207.0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,146,4.0
19,2,0.0,2,1,1.0,No,No,Yes,check-out,No,0,111.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,145,4.0
30,2,3.0,2,2,0.0,Yes,No,Yes,check-out,No,10,146.8202954,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,147,4.0
58,1,0.0,4,1,0.0,No,No,Yes,check-out,Yes,0,120.4651025,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,97,5.0
32,3,2.0,1,1,1.0,No,No,Yes,check-out,Yes,10,165.5017862,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-1,3.0
68,2,0.0,4,3,1.0,No,No,Yes,check-out,Yes,15,189.4269288,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,1,8.0
23,2,0.0,4,3,0.0,No,No,Yes,check-out,No,15,172.0,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,8,7.0
57,4,2.0,1,2,0.0,No,No,No,check-out,Yes,5,100.6031414,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,8,3.0
48,2,2.0,2,2,0.0,No,No,Yes,check-out,Yes,5,146.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,2,4.0
56,4,2.0,2,3,0.0,Yes,No,Yes,check-out,No,15,168.0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,49,5.0
59,4,1.0,2,2,0.0,Yes,Yes,No,check-out,Yes,0,113.6357344,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4,4.0
61,4,1.0,3,1,0.0,No,No,No,check-out,Yes,15,168.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,97,4.0
18,2,0.0,5,1,0.0,No,No,Yes,check-out,Yes,20,233.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,109,6.0
41,4,2.0,3,2,0.0,No,No,Yes,check-out,No,5,202.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,95,5.0
57,2,1.0,2,1,0.0,No,No,Yes,check-out,No,20,185.2806331,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,39,3.0
20,3,1.0,2,1,0.0,No,No,Yes,check-out,No,20,227.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,39,3.0
58,4,2.0,1,1,0.0,No,No,Yes,check-out,Yes,0,134.478814,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,48,2.0
19,2,3.0,2,3,0.0,No,No,Yes,check-out,Yes,20,161.4734604,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,119,5.0
46,2,0.0,2,2,0.0,Yes,Yes,No,check-out,No,0,137.8791379,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,8,4.0
43,1,1.0,2,1,0.0,No,No,No,check-out,Yes,0,142.765256,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,26,3.0
44,2,0.0,3,2,0.0,No,No,Yes,check-out,Yes,0,159.436162,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,145,5.0
68,3,0.0,1,1,0.0,Yes,No,No,check-out,No,0,133.5138586,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,144,2.0
54,2,2.0,1,3,0.0,Yes,No,No,check-out,No,10,141.3120308,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,146,4.0
27,2,3.0,1,3,0.0,No,No,Yes,check-out,Yes,5,118.0182738,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,147,4.0
26,3,1.0,1,1,2.0,Yes,Yes,Yes,check-out,No,20,173.5122576,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,146,4.0
56,2,0.0,2,2,0.0,No,No,Yes,check-out,Yes,10,159.9253682,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,0,4.0
55,2,0.0,1,2,0.0,No,No,No,check-out,No,15,188.4500476,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,13,3.0
18,2,0.0,1,1,1.0,No,No,No,check-out,Yes,0,122.4050757,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,113,3.0
40,2,1.0,1,3,1.0,No,No,Yes,check-out,No,25,235.3034034,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,59,5.0
68,3,3.0,1,3,0.0,No,No,Yes,check-out,Yes,10,134.5641102,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,65,4.0
47,4,2.0,2,1,0.0,No,No,Yes,check-out,Yes,5,173.9810358,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,61,3.0
24,2,0.0,3,3,0.0,No,No,No,check-out,Yes,25,229.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,8,6.0
61,2,3.0,1,1,0.0,No,No,Yes,check-out,No,10,174.1490977,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,34,2.0
61,2,2.0,2,3,0.0,No,No,Yes,check-out,Yes,5,155.61726,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,5.0
50,4,1.0,1,1,0.0,No,No,Yes,check-out,Yes,10,216.0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,49,2.0
56,4,1.0,1,1,1.0,No,No,Yes,check-out,Yes,15,204.4940931,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,23,3.0
52,4,2.0,3,1,0.0,Yes,No,Yes,check-out,Yes,0,110.0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,58,4.0
54,2,1.0,1,3,0.0,No,No,Yes,check-out,Yes,0,111.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,25,4.0
23,2,1.0,3,1,0.0,Yes,No,Yes,check-out,Yes,5,133.6500724,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,20,4.0
42,3,0.0,3,1,1.0,No,No,No,check-out,No,5,141.6128088,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,113,5.0
54,4,0.0,1,3,0.0,Yes,No,Yes,check-out,Yes,30,227.7263642,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,111,4.0
36,4,3.0,2,2,1.0,No,No,No,check-out,Yes,20,246.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,113,5.0
60,4,0.0,1,2,0.0,Yes,Yes,Yes,check-out,Yes,0,103.6705066,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,112,3.0
40,4,2.0,1,2,0.0,No,No,No,check-out,Yes,10,133.4564478,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,112,3.0
18,4,3.0,1,3,0.0,No,No,Yes,check-out,Yes,15,165.2664729,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1,4.0
65,4,3.0,3,1,0.0,Yes,No,Yes,check-out,Yes,0,167.0420163,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,-2,4.0
50,4,2.0,1,1,0.0,Yes,Yes,Yes,check-out,Yes,5,157.9141871,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,-2,2.0
39,2,2.0,1,2,1.0,Yes,No,No,check-out,Yes,15,194.6008765,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-1,4.0
23,3,2.0,1,2,1.0,No,No,Yes,check-out,Yes,0,105.1028397,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-3,4.0
20,4,1.0,2,2,2.0,No,No,Yes,check-out,Yes,0,122.0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,-3,6.0
35,2,1.0,1,1,2.0,No,No,Yes,check-out,Yes,10,148.7113597,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,2,4.0
63,2,1.0,2,2,0.0,No,No,Yes,check-out,Yes,10,176.3711934,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,9,4.0
57,2,0.0,4,2,0.0,Yes,No,No,check-out,No,25,228.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,-2,6.0
50,2,2.0,1,1,0.0,No,No,Yes,check-out,Yes,25,212.0563461,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,-1,2.0
47,4,1.0,1,1,1.0,No,No,Yes,check-out,Yes,10,150.1323836,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,8,3.0
21,2,3.0,4,2,0.0,No,No,Yes,check-out,Yes,10,180.1463835,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,-1,6.0
21,4,1.0,2,2,0.0,No,No,No,check-out,Yes,25,245.630432,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,33,4.0
27,3,1.0,2,2,1.0,No,No,No,check-out,Yes,5,125.4121507,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,40,5.0
45,4,0.0,3,1,0.0,No,No,No,check-out,Yes,5,188.0,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,2,4.0
38,4,0.0,3,1,0.0,No,No,Yes,check-out,No,5,123.8783327,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,60,4.0
68,1,2.0,3,1,0.0,No,No,Yes,check-out,Yes,30,231.0,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,-1,4.0
61,4,1.0,5,3,0.0,Yes,Yes,Yes,check-out,Yes,15,249.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0,8.0
62,2,0.0,2,3,0.0,No,No,No,check-out,Yes,10,145.9064185,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,17,5.0
46,3,2.0,1,1,0.0,No,No,Yes,check-out,Yes,0,128.8913239,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,-2,2.0
20,4,1.0,1,3,0.0,Yes,No,Yes,check-out,Yes,0,129.2313997,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,48,4.0
23,4,1.0,1,2,0.0,No,No,No,check-out,Yes,10,149.9511701,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,48,3.0
60,2,0.0,1,2,0.0,Yes,No,No,check-out,No,5,123.9150554,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,48,3.0
20,3,1.0,4,2,1.0,No,No,No,check-out,No,5,102.8626345,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,47,7.0
33,2,3.0,4,2,1.0,Yes,No,Yes,check-out,No,0,161.3407828,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,-1,7.0
29,2,0.0,2,3,2.0,No,No,Yes,check-out,No,10,159.3267635,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,-1,7.0
34,2,2.0,4,3,0.0,No,No,No,check-out,No,5,109.4120266,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0,7.0
54,3,1.0,4,1,0.0,No,No,Yes,check-out,Yes,5,184.9282398,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,-1,5.0
61,2,1.0,3,2,0.0,Yes,Yes,Yes,check-out,No,10,158.0194649,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1,5.0
58,2,0.0,1,2,0.0,Yes,No,Yes,check-out,Yes,10,135.8990756,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1,3.0
44,2,0.0,2,1,1.0,No,No,Yes,check-out,Yes,15,189.125532,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,2,4.0
21,3,2.0,3,1,2.0,No,No,Yes,check-out,Yes,0,102.8169228,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,6,6.0
33,4,2.0,1,1,0.0,Yes,No,Yes,check-out,Yes,20,182.0,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,2,2.0
63,4,1.0,2,2,0.0,No,No,Yes,check-out,Yes,0,173.6050391,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,1,4.0
32,2,2.0,2,2,1.0,Yes,No,Yes,check-out,Yes,5,110.1727065,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,1,5.0
31,2,0.0,3,3,1.0,No,No,Yes,check-out,Yes,0,131.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,150,7.0
46,2,1.0,1,2,0.0,No,No,No,check-out,Yes,5,125.2801871,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,151,3.0
66,4,1.0,5,1,0.0,No,No,Yes,check-out,Yes,10,115.2722903,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,62,6.0
20,4,3.0,2,2,0.0,No,No,Yes,check-out,Yes,5,104.9775231,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,152,4.0
65,4,3.0,2,2,0.0,No,No,Yes,check-out,Yes,10,117.7977714,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0,4.0
21,4,2.0,2,2,0.0,Yes,No,No,check-out,Yes,20,183.6381454,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,-1,4.0
24,4,1.0,1,2,1.0,No,No,Yes,check-out,Yes,5,100.604181,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,15,4.0
28,3,1.0,4,1,1.0,Yes,Yes,Yes,check-out,Yes,5,154.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0,6.0
54,3,1.0,3,1,0.0,No,No,No,check-out,Yes,10,181.1937375,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,153,4.0
31,4,0.0,4,1,1.0,No,No,Yes,check-out,No,10,169.0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,152,6.0
37,2,0.0,2,2,0.0,No,No,Yes,check-out,Yes,5,197.9521092,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,24,4.0
60,2,1.0,1,1,0.0,Yes,No,Yes,check-out,No,5,127.0,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,2,2.0
56,4,2.0,1,1,0.0,Yes,No,Yes,check-out,No,10,141.4902515,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,153,2.0
69,2,3.0,1,1,0.0,No,No,Yes,check-out,Yes,0,125.343959,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,10,2.0
53,3,3.0,2,2,0.0,No,No,Yes,check-out,Yes,5,142.3399175,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,3,4.0
23,2,1.0,2,1,0.0,No,No,Yes,check-out,Yes,10,136.9110331,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,3.0
55,2,2.0,2,2,0.0,No,No,Yes,check-out,Yes,0,103.8158903,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,2,4.0
42,4,1.0,2,2,0.0,No,No,Yes,check-out,Yes,10,109.9749872,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,-1,4.0
58,2,2.0,1,2,2.0,Yes,Yes,Yes,check-out,No,0,145.2032486,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2,5.0
18,4,0.0,4,2,2.0,Yes,Yes,Yes,check-out,No,0,123.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,9,8.0
42,2,0.0,2,1,0.0,No,No,Yes,check-out,Yes,5,104.701603,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8,3.0
38,2,2.0,2,1,1.0,Yes,No,Yes,check-out,Yes,0,117.694054,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,150,4.0
30,3,0.0,5,1,1.0,No,No,Yes,check-out,Yes,0,111.3927608,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1,7.0
40,4,3.0,2,3,0.0,No,No,Yes,check-out,No,20,206.0,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,42,5.0
66,4,0.0,1,1,0.0,No,No,No,check-out,Yes,0,138.8398081,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,2.0
49,3,2.0,4,2,1.0,No,No,No,check-out,Yes,15,237.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,5,7.0
23,4,1.0,2,3,0.0,Yes,No,No,check-out,Yes,0,141.3626676,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,82,5.0
49,4,2.0,3,1,1.0,No,No,Yes,check-out,Yes,0,114.2884298,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,5.0
44,4,0.0,2,2,1.0,No,No,Yes,check-out,Yes,5,142.7746998,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,6,5.0
65,2,2.0,2,3,0.0,No,No,Yes,check-out,Yes,20,203.0766848,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,11,5.0
38,2,2.0,2,2,2.0,Yes,No,No,check-out,Yes,25,225.0500363,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,1,6.0
49,4,3.0,2,3,0.0,No,No,No,check-out,No,5,114.0948253,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,153,5.0
40,2,1.0,3,1,0.0,Yes,No,Yes,check-out,Yes,15,189.6660708,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,154,4.0
56,2,3.0,1,2,0.0,No,No,Yes,check-out,Yes,10,246.5289761,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,153,3.0
31,4,1.0,1,3,0.0,No,No,Yes,check-out,Yes,5,175.123572,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,153,4.0
26,2,0.0,4,1,0.0,No,No,Yes,check-out,No,0,102.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,154,5.0
29,4,1.0,1,1,0.0,No,No,Yes,check-out,Yes,0,189.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,153,2.0
